,attracts,common,flower,fruit,leaf,water,genus,height,width,special_feature,scientific_name,description,soil_conditions,texture,temperature,emergence_days,maintenance,native_region,propagation,bloom_time,sun,problem_solvers,type,zones,family,color
89,['none'],nikko maple,['insignificant'],['none'],['good fall'],['medium'],acer maximowiczianum,[30],[30],['shade tree'],none,none,['none'],['none'],[0],[0],['low'],"['southern china', ', ', None, 'japan']",['none'],['may'],"['full sun', 'part shade']",['none'],['tree'],"[5, 6]",sapindaceae,['yellow']
90,['none'],miyabe maple,['insignificant'],['none'],['good fall'],['medium'],acer miyabei 'morton' state street,[30],[30],"['shade tree', 'street tree']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']",['none'],['tree'],"[4, 5, 6, 7]",sapindaceae,['greenish yellow']
91,['none'],montpellier maple,['insignificant'],['none'],['none'],['medium'],acer monspessulanum,[18],[18],"['shade tree', 'street tree']",none,none,['none'],['none'],[0],[0],['low'],"['northern africa', ', ', None, 'western asia', ', ', None, 'europe']",['none'],['may'],"['full sun', 'part shade']",['drought'],['tree'],"[5, 6, 7, 8]",sapindaceae,['greenish']
92,['none'],boxelder,['insignificant'],['none'],['none'],"['medium', 'wet']",acer negundo,[30],[30],['shade tree'],none,none,['none'],['none'],[0],[0],['low'],['central and north america'],['none'],"['march', 'april']",['full sun'],"['drought', 'clay soil', 'black walnut', 'air pollution']",['tree'],"[2, 3, 4, 5, 6, 7, 8, 9]",sapindaceae,['greenish']
93,['none'],boxelder,['insignificant'],['none'],['colorful'],"['medium', 'wet']",acer negundo 'flamingo',[30],[25],['shade tree'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['march', 'april']","['full sun', 'part shade']","['drought', 'clay soil', 'wet soil', 'air pollution']",['tree'],"[3, 4, 5, 6, 7, 8]",sapindaceae,['greenish yellow']
94,['none'],chinese maple,['insignificant'],['none'],['good fall'],['medium'],acer oliverianum,[15],[15],['none'],none,none,['none'],['none'],[0],[0],['low'],"['central china', ', ', None, 'taiwan']",['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[7, 8]",sapindaceae,['white with red sepals']
95,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum,[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],"['korea', ', ', None, 'japan']",['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
96,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'arakawa',[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
97,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'beni-kawa',[12],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7, 8]",sapindaceae,['red']
98,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'beni-tsukasa',[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
99,['none'],japanese maple,['insignificant'],['showy'],"['colorful', 'good fall']",['medium'],acer palmatum 'bloodgood',[15],[15],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['red']
100,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'burgundy lace',[8],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish purple']
101,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'butterfly',[7],[4],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
102,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'fall's fire',[8],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
103,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'germaine's gyration',[6],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7]",sapindaceae,['reddish']
104,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'higasayama',[15],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7, 8]",sapindaceae,['red']
105,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'hogyoku',[15],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
106,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'katsura',[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
107,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'murasaki-hime',[4],[4],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
108,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'nishiki gawa',[12],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']",['black walnut'],['tree'],"[5, 6, 7, 8]",sapindaceae,['red']
109,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'nuresagi',[10],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7]",sapindaceae,['reddish']
110,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'omurayama',[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7, 8]",sapindaceae,['red']
111,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'osakazuki',[15],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
112,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'oshio-beni',[12],[15],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
113,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'red select',[6],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
114,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'sango-kaku',[20],[15],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish purple']
115,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'satsuki-beni',[15],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
116,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'scolopendrifolium',[12],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish purple']
117,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'shaina',[4],[3],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['may'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7, 8]",sapindaceae,"['red', 'purple']"
118,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'sharp's pygmy',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7]",sapindaceae,['reddish']
119,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'sherwood flame',[14],[12],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7]",sapindaceae,['reddish']
120,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'shindeshojo',[7],[7],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
121,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum 'shishigashira',[7],[5],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
122,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'shishio improved',[6],[6],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
123,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'suminagashi',[15],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7, 8]",sapindaceae,['red']
124,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'trompenburg',[15],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7]",sapindaceae,['reddish']
125,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'tsuma-gaki',[5],[4],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['dark red']
126,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'utsu-semi',[9],[9],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
127,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum,[6],[9],['none'],none,none,['none'],['none'],[0],[0],['low'],"['china', ', ', None, 'korea', ', ', None, 'japan']",['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
128,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'crimson queen',[8],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['red']
129,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'dissectum atropurpureum',[6],[6],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['red']
130,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum var. dissectum (dissectum viride group),[6],[6],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['red']
131,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'filigree',[4],[6],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish purple']
132,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'garnet',[6],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
133,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'inaba-shidare',[6],[8],['street tree'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['red']
134,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'red dragon',[6],[6],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
135,['none'],japanese maple,['showy'],['none'],['good fall'],['medium'],acer palmatum var. dissectum 'seiryu',[10],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
136,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum var. dissectum 'tamukeyama',[6],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
137,['none'],japanese maple,['insignificant'],['none'],['good fall'],['medium'],acer palmatum var. dissectum 'waterfall',[6],[8],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
138,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'villa taranto',[6],[4],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['tree'],"[5, 6, 7]",sapindaceae,['reddish']
139,['none'],japanese maple,['insignificant'],['none'],"['colorful', 'good fall']",['medium'],acer palmatum 'wolff' emperor i,[10],[10],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['full sun', 'part shade']","['rabbit', 'black walnut']",['deciduous shrub'],"[5, 6, 7, 8]",sapindaceae,['reddish']
140,['none'],painted maple,['insignificant'],['none'],['good fall'],['medium'],acer pictum,[30],[30],['none'],none,none,['none'],['none'],[0],[0],['low'],"['japan', ', ', None, 'china']",['none'],"['april', 'may']","['full sun', 'part shade']",['none'],['tree'],"[5, 6, 7]",sapindaceae,['greenish']
141,['none'],painted maple,['insignificant'],['none'],['good fall'],['medium'],acer pictum subsp. mono,[30],[30],['none'],none,none,['none'],['none'],[0],[0],['low'],['eastern asia'],['none'],"['april', 'may']","['full sun', 'part shade']",['none'],['tree'],"[5, 6, 7]",sapindaceae,['greenish yellow']
