,attracts,common,flower,fruit,leaf,water,genus,height,width,special_feature,scientific_name,description,soil_conditions,texture,temperature,emergence_days,maintenance,native_region,propagation,bloom_time,sun,problem_solvers,type,zones,family,color
325,['none'],african fern pine,['insignificant'],['none'],['evergreen'],['medium'],afrocarpus gracilior,[40],[20],"['annual', 'hedge']",none,none,['none'],['none'],[0],[0],['medium'],"['uganda', ', ', None, 'ethiopia', ', ', None, 'kenya']",['none'],['non'],['full sun'],['clay soil'],['broadleaf evergreen'],"[9, 10]",podocarpaceae,['cones insignificant']
326,['none'],slenderleaf false foxglove,['showy'],['none'],['none'],['medium'],agalinis tenuifolia,[1],[0],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['north america'],['none'],"['august', 'october']","['full sun', 'part shade']",['none'],['annual'],"[2, 3, 4, 5, 6, 7, 8, 9, 10]",orobanchaceae,['purplish']
327,['none'],african lily,['showy'],['none'],['evergreen'],['medium'],agapanthus africanus,[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['south africa'],['none'],"['june', 'july']","['full sun', 'part shade']",['none'],['bulb'],"[8, 9]",amaryllidaceae,"['blue, white']"
328,['none'],lily of the nile,"['showy', 'good cut']",['none'],['none'],['medium'],agapanthus 'blue yonder',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']",['none'],['bulb'],"[5, 6, 7, 8, 9]",amaryllidaceae,['blue']
329,['none'],lily of the nile,"['showy', 'good cut']",['none'],['none'],['medium'],agapanthus 'cold hardy white',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['may', 'june']",['part shade'],['none'],['bulb'],"[5, 6, 7, 8, 9]",amaryllidaceae,['white']
330,['none'],lily of the nile,['showy'],['none'],['none'],['medium'],agapanthus (group),[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['june', 'july']","['full sun', 'part shade']",['none'],['bulb'],"[6, 7, 8, 9]",amaryllidaceae,"['blue, purple, white']"
331,['none'],lily of the nile,"['showy', 'good cut']",['none'],['none'],['medium'],agapanthus 'headbourne hybrids',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']",['none'],['bulb'],"[7, 8, 9]",amaryllidaceae,['blue']
332,"['birds', 'butterflies']",lily of the nile,['showy'],['none'],['none'],['medium'],agapanthus 'kingston blue',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'august']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[7, 8, 9]",amaryllidaceae,['blue']
333,['none'],lily of the nile,"['showy', 'good cut']",['none'],['none'],['medium'],agapanthus 'rfdd' double diamond,[0],[0],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['may', 'july']","['full sun', 'part shade']",['none'],['bulb'],"[7, 8, 9, 10]",amaryllidaceae,['white']
334,['none'],lily of the nile,"['showy', 'good cut']",['none'],['none'],['medium'],agapanthus 'summer skies',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']",['none'],['bulb'],"[6, 7, 8, 9]",amaryllidaceae,['light blue']
335,['none'],giant hyssop,['showy'],['none'],['fragrant'],['medium'],agastache 'apricot sunrise',[2],[2],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['pale golden']
336,"['hummingbirds', 'butterflies']",giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache 'ava',[2],[1],"['annual', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['rose pink with raspberry calyxes']
337,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache 'black adder',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['smoky red violet']
338,"['hummingbirds', 'butterflies']",giant hyssop,['showy'],['none'],['fragrant'],['medium'],agastache 'blue boa',[2],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['violet blue']
339,['butterflies'],giant hyssop,['showy'],['none'],['fragrant'],['medium'],agastache 'blue fortune',[2],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['lavender blue']
340,"['hummingbirds', 'butterflies']",giant hyssop,"['showy', 'good cut']",['none'],['fragrant'],['medium'],agastache 'bolero',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],"['deer', 'dry soil']",['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['pink']
341,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],"['dry', 'medium']",agastache cana 'sinning' sonoran sunset,[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['purple']
342,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache 'firebird',[2],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,"['coppery orange', 'coral']"
343,"['hummingbirds', 'butterflies']",giant hyssop,"['showy', 'good cut', 'good dried']",['none'],['fragrant'],['medium'],agastache 'garden leader blue',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],"['deer', 'drought']",['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['blue']
344,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache 'pink pop',[1],[0],"['annual', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['pink']
345,"['birds', 'butterflies']",giant hyssop,['showy'],['none'],['fragrant'],['medium'],agastache 'purple haze',[2],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['smoky bluish']
346,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache 'raspberry summer',[2],[1],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['raspberry pink']
347,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],['medium'],agastache rugosa 'honey bee blue',[2],[1],"['annual', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['blue']
348,['butterflies'],giant hyssop,"['showy', 'fragrant']",['none'],['fragrant'],"['dry', 'medium']",agastache 'summer breeze',[2],[2],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['orchid pink']
349,"['hummingbirds', 'butterflies']",giant hyssop,"['showy', 'good cut', 'good dried']",['none'],['fragrant'],['medium'],agastache summer glow,[2],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],"['deer', 'drought']",['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['orange']
350,['none'],giant hyssop,['showy'],['none'],['fragrant'],['medium'],agastache 'summer love',[2],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['reddish']
351,"['hummingbirds', 'butterflies']",giant hyssop,"['showy', 'good cut']",['none'],['fragrant'],['medium'],agastache 'tnagapby' poquito butter yellow,[0],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['none'],['herbaceous perennial'],"[5, 6, 7, 8, 9]",lamiaceae,['yellow']
352,"['birds', 'butterflies']",giant hyssop,"['showy', 'good cut', 'good dried']",['none'],['fragrant'],['medium'],agastache 'tutti-frutti',[2],[1],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8, 9]",lamiaceae,['raspberry']
353,['butterflies'],hummingbird,"['showy', 'fragrant']",['none'],['fragrant'],"['dry', 'medium']",agastache cana,[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['southern united states'],['none'],"['june', 'july']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['pink']
354,"['hummingbirds', 'butterflies']",hummingbird,"['showy', 'fragrant', 'good cut']",['none'],['fragrant'],['medium'],agastache 'violet vision',[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[5, 6, 7, 8, 9]",lamiaceae,"['violet', 'violet blue']"
355,['hummingbirds'],hummingbird,['showy'],['none'],['none'],"['dry', 'medium']",epilobium californica 'bowman',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'frost']","['full sun', 'part shade']","['deer', 'drought', 'clay soil', 'dry soil', 'shallow']",['herbaceous perennial'],"[8, 9]",onagraceae,['red']
356,['hummingbirds'],hummingbird,['showy'],['none'],['none'],['dry'],zauschneria 'orange carpet',[0],[1],['ground cover'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],"['deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7, 8]",onagraceae,['orange']
357,"['hummingbirds', 'butterflies']",anise hyssop,"['showy', 'good cut', 'good dried']",['none'],['fragrant'],"['dry', 'medium']",agastache foeniculum,[2],[1],"['herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],['northern north america'],['none'],"['june', 'september']","['full sun', 'part shade']","['deer', 'drought', 'dry soil']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,"['lavender', 'purple']"
358,"['hummingbirds', 'butterflies']",dwarf hybrid hyssop,"['showy', 'good cut']",['none'],['fragrant'],['medium'],agastache kudos red,[0],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8, 9]",lamiaceae,['red']
359,['butterflies'],yellow giant hyssop,['showy'],['none'],['none'],['medium'],agastache nepetoides,[4],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],"['southern canada', None, ' to ', 'southeastern united states']",['none'],"['july', 'september']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[2, 3, 4, 5, 6, 7]",lamiaceae,['greenish']
360,['butterflies'],purple giant hyssop,"['showy', 'fragrant']",['none'],"['colorful', 'fragrant']",['medium'],agastache rugosa 'golden jubilee',[2],[1],"['annual', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['violet']
361,['butterflies'],threadleaf giant hyssop,['showy'],['none'],['fragrant'],"['dry', 'medium']",agastache rupestris,[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['southwestern united states'],['none'],"['july', 'september']","['full sun', 'part shade']","['deer', 'drought']",['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['burnt orange with purplish calyxes']
362,"['hummingbirds', 'butterflies']",threadleaf giant hyssop,['showy'],['none'],['fragrant'],"['dry', 'medium']",agastache rupestris 'apache sunset',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']","['full sun', 'part shade']","['deer', 'drought']",['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['orange']
363,['none'],american century plant,['showy'],['none'],['evergreen'],"['dry', 'medium']",agave americana,[3],[6],['none'],none,none,['none'],['none'],[0],[0],['medium'],"['southwestern united states', ', ', None, 'mexico']",['none'],['rarely flowers'],['full sun'],"['drought', 'dry soil']",['herbaceous perennial'],"[8, 9]",asparagaceae,['greenish yellow']
364,['none'],century plant,['showy'],['none'],['evergreen'],['medium'],agave attenuata,[2],[3],['none'],none,none,['none'],['none'],[0],[0],['medium'],['mexico'],['none'],['rarely flowers'],"['full sun', 'part shade']",['drought'],['herbaceous perennial'],"[10, 11]",asparagaceae,"['yellow green', 'white']"
365,['none'],century plant,['showy'],['none'],['evergreen'],"['dry', 'medium']",agave 'blue glow',[1],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['rarely flowers'],"['full sun', 'part shade']","['rabbit', 'deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[9, 10]",asparagaceae,['rarely flowers']
366,"['birds', 'hummingbirds', 'butterflies']",century plant,['showy'],['none'],['none'],['dry'],agave havardiana,[2],[3],['none'],none,none,['none'],['none'],[0],[0],['low'],['texas'],['none'],"['june', 'august']","['full sun', 'part shade']","['deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[7, 8, 9]",asparagaceae,['yellow']
367,['none'],century plant,['none'],['none'],['evergreen'],['medium'],agave schidigera,[0],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['mexico'],['none'],['rarely flowers'],"['full sun', 'part shade']","['drought', 'shallow']",['herbaceous perennial'],"[8, 9]",asparagaceae,['greenish']
368,['hummingbirds'],century plant,['none'],['none'],"['colorful', 'evergreen']",['medium'],agave schidigera 'shira-ito-no-ohi',[0],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['rarely flowers'],"['full sun', 'part shade']","['drought', 'shallow']",['herbaceous perennial'],"[8, 9]",asparagaceae,['greenish']
369,['hummingbirds'],century plant,['showy'],['none'],['colorful'],"['dry', 'medium']",agave univittata 'splendida',[0],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['rarely flowers'],['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[8, 9]",asparagaceae,['greenish']
370,['none'],century plant,['showy'],['none'],"['colorful', 'evergreen']",['dry'],agave victoriae-reginae,[0],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['mexico'],['none'],"['may', 'august']",['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[8, 9]",asparagaceae,['yellow']
371,['none'],spineless jade agave,['showy'],['none'],"['colorful', 'evergreen']",['medium'],agave desmetiana,[2],[3],['none'],none,none,['none'],['none'],[0],[0],['medium'],['eastern mexico'],['none'],['rarely flowers'],"['full sun', 'part shade']","['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[8, 9]",asparagaceae,['yellow']
372,['none'],agave,['showy'],['none'],['evergreen'],"['dry', 'medium']",agave geminiflora rasta man,[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['rarely flowers'],"['full sun', 'part shade']","['drought', 'dry soil']",['herbaceous perennial'],"[9, 10]",asparagaceae,['greenish']
373,"['birds', 'hummingbirds', 'butterflies']",whale,['showy'],['none'],['colorful'],['dry'],agave ovatifolia,[2],[3],['none'],none,none,['none'],['none'],[0],[0],['low'],['mexico'],['none'],"['june', 'august']",['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[7, 8, 9, 10]",asparagaceae,['yellow']
374,['none'],parry,['showy'],['none'],"['colorful', 'evergreen']",['medium'],agave parryi,[1],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],"['southwestern united states', ', ', None, 'northern mexico']",['none'],['rarely flowers'],['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[7, 8, 9]",asparagaceae,['yellow']
375,"['hummingbirds', 'butterflies']",coastal agave,['showy'],['none'],['evergreen'],['dry'],agave shawii,[2],[3],['none'],none,none,['none'],['none'],[0],[0],['low'],"['southern california', ', ', None, 'mexico']",['none'],"['february', 'may']",['full sun'],"['deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],[9],asparagaceae,['yellow']
376,['butterflies'],white snakeroot,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima,[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['north america'],['none'],"['september', 'frost']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",asteraceae,['white']
377,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
378,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
379,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
380,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
381,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
382,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
383,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
384,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
385,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
386,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
387,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
388,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
389,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
390,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
391,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
392,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
393,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
394,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
395,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
396,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
397,['butterflies'],none,['showy'],['none'],['none'],"['medium', 'wet']",ageratina altissima 'chocolate',[3],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['september', 'october']","['full sun', 'part shade']",['deer'],['herbaceous perennial'],"[4, 5, 6, 7]",asteraceae,['white']
398,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
399,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
400,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
401,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
402,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
403,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
404,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
405,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
406,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
407,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
408,['none'],none,['showy'],['showy'],['none'],"['medium', 'wet']",arisaema angustatum var. peninsulae,[3],[1],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['part shade', 'full shade']",['heavy shade'],['herbaceous perennial'],"[5, 6, 7, 8]",araceae,"['green', 'purple spathe with white stripes']"
